filename,conn,fullSent
P1B-043_Sunday_Sequence_2,when ,Their story begins in Northern Ireland as the elect people What does that do when it comes to looking at memory and how memory is used in telling a story
P1B-043_Sunday_Sequence_2,and ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,And ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,therefore ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,And ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,Though ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,but ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,And ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,and ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,but ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,rather ,"Yes ah yes Well I I think it is that the the story uh has become the story which justifies a position of domination, and that 's its purpose I you see I don't think it 's necessarily very important what story groups of people tell, it 's the use to which they put the story And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions therefore we have the right to call the tune And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another They were constructed precisely in order not to live with one another and they were constructed precisely in order to have one group dominate over another Now uh what I have suggested in the book is that you have to try and transcend, these two It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies"
P1B-043_Sunday_Sequence_2,But ,"But that must be an extremely difficult thing to do I mean to transcend means that you might have to debunk some of the mythology that has grown up around, the Catholic story and the Protestant story And you talk about prophetic voice Do you have a prophetic way in which the Churches could actually do that"
P1B-043_Sunday_Sequence_2,And ,"But that must be an extremely difficult thing to do I mean to transcend means that you might have to debunk some of the mythology that has grown up around, the Catholic story and the Protestant story And you talk about prophetic voice Do you have a prophetic way in which the Churches could actually do that"
P1B-043_Sunday_Sequence_2,but ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,but ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,but ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,when ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,and ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,But ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,nor ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,And ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,but ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,but ,"Yeah I I I I 'm not saying that I do but uh I think that uh we 're given some pointer to what could happen from the fact that uhm both these ideologies if we may call them that, uhm are behaving as though they had a plan for the future but in fact neither of them does Now you can say uh it 's uh not popular these days to talk about uh ideologies as as having any good features, but a good ideology will have a uh will have some idea of a future goal to which we are aiming Now we know of course how dangerous, light uh after the collapse of Stalinism, uhm we know how dangerous it is when ideologies say there is an end in view there is a great future and you must be sacrificed uh to this We know how dangerous that is But at the same time what we have in Ireland or have had in Ireland I think of recent generations is uh two uh ideologies which are pretending to a future end that they don't actually believe in any more There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism And I I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,For ,"But the two protagonists to the conflict might disagree with you uh seriously For example if you walked through the areas of uh uh Loyalist Belfast you 'll see that men will take up the gun to fight for God and Ulster They 'll say that 's our vision We want, to to maintain the link with Britain and we want to maintain our Protestant ethos We want, to regenerate that ethos with each new generation"
P1B-043_Sunday_Sequence_2,example ,"But the two protagonists to the conflict might disagree with you uh seriously For example if you walked through the areas of uh uh Loyalist Belfast you 'll see that men will take up the gun to fight for God and Ulster They 'll say that 's our vision We want, to to maintain the link with Britain and we want to maintain our Protestant ethos We want, to regenerate that ethos with each new generation"
P1B-043_Sunday_Sequence_2,if ,"But the two protagonists to the conflict might disagree with you uh seriously For example if you walked through the areas of uh uh Loyalist Belfast you 'll see that men will take up the gun to fight for God and Ulster They 'll say that 's our vision We want, to to maintain the link with Britain and we want to maintain our Protestant ethos We want, to regenerate that ethos with each new generation"
P1B-043_Sunday_Sequence_2,and ,"But the two protagonists to the conflict might disagree with you uh seriously For example if you walked through the areas of uh uh Loyalist Belfast you 'll see that men will take up the gun to fight for God and Ulster They 'll say that 's our vision We want, to to maintain the link with Britain and we want to maintain our Protestant ethos We want, to regenerate that ethos with each new generation"
P1B-043_Sunday_Sequence_2,And ,"Yeah but I mean I think insofar as that is clearly thought about today it, it 's an exclusive rather than an inclusive vision And uhm I think uh this is also true of the any vision that is left in uh Catholic Nationalism that it 's exclusive rather than inclusive"
P1B-043_Sunday_Sequence_2,when ,"But has Catholic Nationalism any part to play for example in the struggle that is taking place in Northern Ireland today I mean what, uh what kind of primacy do uh the IRA the Provisional Sinn Fe/in give to Catholic Nationalism when they have their vision of a united Ireland"
P1B-043_Sunday_Sequence_2,because ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
P1B-043_Sunday_Sequence_2,And ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
P1B-043_Sunday_Sequence_2,however ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
P1B-043_Sunday_Sequence_2,because ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
P1B-043_Sunday_Sequence_2,because ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
P1B-043_Sunday_Sequence_2,But ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
P1B-043_Sunday_Sequence_2,And ,"Well this is is of course a very good question because I think what we 're seeing at the moment is a division isn't it I think that, that the Catholic Church, faced with the fact that it is losing ground, uhm is I would say reprehensibly accepting patronage uh from government sources And there is a strong anti-clericalism Uh they 're being used in other words to shore up inside the Catholic community uh opposition to the IRA Now inside the IRA there is quite understandably a strong anti-clerical feeling Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future Uh I 'm not sure however that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island But I 'm quite sure that it is not the British Empire And uh in the same way uh I 'm quite sure that the kind of, civil and religious liberties that Protestantism has stood for, uh are not particularly well defended by a Protestant monarch sitting in uh Buckingham Palace, but are preserved by forces that really don't have very much to do with whether you 've a king or a or don't have a king"
