Offset-raw,filename,arg1,arg2
if,P1B-044_Bishop_Poyntz,ll find an enormous uh amount of unemployment,"that 's the the people are completely out of touch I mean uh the the the unemployment in I in in in our ghetto areas is just as bad as in Belfast as any other area I would say And it does n't make any difference whether you 're on the Shankill Road or the Falls Road , uh I I uh or you you"
if,P1B-044_Bishop_Poyntz,that in some way would diminish loyalty uh to the State and to the Crown You see it 's all about a statement of nationality and religion and when we talk about grants and disadvantage,only the other lot knew what side their bread was buttered on they
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,the the people are completely out of touch I mean uh the the the unemployment in I in in in our ghetto areas is just as bad as in Belfast as any other area I would say,"it does n't make any difference whether you 're on the Shankill Road or the Falls Road , uh I I uh or you you"
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,"Yes , yes indeed I would be Indeed I would be that I 'm sure there 's goodwill in the government I 'm sure there 's goodwill in in forms like the , the the Ireland Fund Uh all sorts of other , funds have got to be tapped",I 'm I
and,P1B-044_Bishop_Poyntz,"Yes , yes indeed I would be Indeed I would be that I 'm sure there 's goodwill in the government I 'm sure there 's goodwill in in forms like the , the the Ireland Fund Uh all sorts of other , funds have got to be tapped",I 'm I
and,P1B-044_Bishop_Poyntz,"Yes , yes indeed I would be Indeed I would be that I 'm sure there 's goodwill in the government I 'm sure there 's goodwill in in forms like the , the the Ireland Fund Uh all sorts of other , funds have got to be tapped",I 'm I
and,P1B-044_Bishop_Poyntz,"Yes , yes indeed I would be Indeed I would be that I 'm sure there 's goodwill in the government I 'm sure there 's goodwill in in forms like the , the the Ireland Fund Uh all sorts of other , funds have got to be tapped",I 'm I
and,P1B-044_Bishop_Poyntz,"Yes , yes indeed I would be Indeed I would be that I 'm sure there 's goodwill in the government I 'm sure there 's goodwill in in forms like the , the the Ireland Fund Uh all sorts of other , funds have got to be tapped",I 'm I
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
and,P1B-044_Bishop_Poyntz,and,and is this May
but,P1B-044_Bishop_Poyntz,"Yes Yup Oh no I it 's it 's quite admire I feel that they have got their their their act together And uh look at the scheme in Poleglass valued at five point one million , it it it obviously has , uh involved a lot of people who have got the project right and have thought it out and prepared the whole ground well I 'm quite certain money is there at the government level",you must get your act together
but,P1B-044_Bishop_Poyntz,"There is a sore sense of pride that you do n't admit I 'm quite certain that large numbers of people uh when when they , they had appalling housing on the Shankill Road never admitted that they were in appalling housing twenty and twenty-five years ago",suddenly as a result of a whole lot of things happening in the outside world they began to see that their lot was just as bad as other people 's lots and so forth And uhm
because,P1B-044_Bishop_Poyntz,"and a picture of an attractive young lady , in a newspaper would not Is it",we are wrapping it up in a sort of classic package that it seems okay
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
when,P1B-045_Sam_McAughtry,but trouble Because that if I had a good seat beside the fire And But,I came back with the shovel of coal somebody
when,P1B-045_Sam_McAughtry,but trouble Because that if I had a good seat beside the fire And But,I came back with the shovel of coal somebody
when,P1B-045_Sam_McAughtry,Uh were well-kept well-cared for,you looked at them when you looked at the street from the outside or when you went inside
when,P1B-045_Sam_McAughtry,Uh were well-kept well-cared for,you looked at them when you looked at the street from the outside or when you went inside
when,P1B-045_Sam_McAughtry,Uh were well-kept well-cared for,you looked at them when you looked at the street from the outside or when you went inside
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
when,P1B-045_Sam_McAughtry,when,you looked at the street from the outside
if,P1B-045_Sam_McAughtry,I would sometimes the raw flame,the mantle broke you just
and,P1B-045_Sam_McAughtry,I lived in a Protestant area,"people always believe , that Protestants were neat and tidy in their habits And indeed near the shipyard , you would see houses to this day that were beautifully kept neat and tidy and cleaned and uh kept well-painted every twelfth of July There was a routine And to some extent in the area where I lived some repainting went on at the twelfth of July and we had a good many people in the street , who kept their houses neat and tidy but we had an awful lot more who did n't Uh this ties up with the fact that we were not very well off even by Protestant standards The streets around us when you left this little area where I lived , you and you were still in Protestant territory but when you went to Adam 's Street"
and,P1B-045_Sam_McAughtry,I lived in a Protestant area,"people always believe , that Protestants were neat and tidy in their habits And indeed near the shipyard , you would see houses to this day that were beautifully kept neat and tidy and cleaned and uh kept well-painted every twelfth of July There was a routine And to some extent in the area where I lived some repainting went on at the twelfth of July and we had a good many people in the street , who kept their houses neat and tidy but we had an awful lot more who did n't Uh this ties up with the fact that we were not very well off even by Protestant standards The streets around us when you left this little area where I lived , you and you were still in Protestant territory but when you went to Adam 's Street"
and,P1B-045_Sam_McAughtry,I lived in a Protestant area,"people always believe , that Protestants were neat and tidy in their habits And indeed near the shipyard , you would see houses to this day that were beautifully kept neat and tidy and cleaned and uh kept well-painted every twelfth of July There was a routine And to some extent in the area where I lived some repainting went on at the twelfth of July and we had a good many people in the street , who kept their houses neat and tidy but we had an awful lot more who did n't Uh this ties up with the fact that we were not very well off even by Protestant standards The streets around us when you left this little area where I lived , you and you were still in Protestant territory but when you went to Adam 's Street"
and,P1B-045_Sam_McAughtry,I lived in a Protestant area,"people always believe , that Protestants were neat and tidy in their habits And indeed near the shipyard , you would see houses to this day that were beautifully kept neat and tidy and cleaned and uh kept well-painted every twelfth of July There was a routine And to some extent in the area where I lived some repainting went on at the twelfth of July and we had a good many people in the street , who kept their houses neat and tidy but we had an awful lot more who did n't Uh this ties up with the fact that we were not very well off even by Protestant standards The streets around us when you left this little area where I lived , you and you were still in Protestant territory but when you went to Adam 's Street"
and,P1B-045_Sam_McAughtry,they had more money,"And they knew where it was coming from It was n't much more but it was enough to make that difference And it it , the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we were n't all that privileged and because there was n't work for us , our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I do n't know but , all up and down the streets"
and,P1B-045_Sam_McAughtry,they had more money,"And they knew where it was coming from It was n't much more but it was enough to make that difference And it it , the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we were n't all that privileged and because there was n't work for us , our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I do n't know but , all up and down the streets"
and,P1B-045_Sam_McAughtry,they had more money,"And they knew where it was coming from It was n't much more but it was enough to make that difference And it it , the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we were n't all that privileged and because there was n't work for us , our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I do n't know but , all up and down the streets"
and,P1B-045_Sam_McAughtry,they had more money,"And they knew where it was coming from It was n't much more but it was enough to make that difference And it it , the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we were n't all that privileged and because there was n't work for us , our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I do n't know but , all up and down the streets"
and,P1B-045_Sam_McAughtry,they had more money,"And they knew where it was coming from It was n't much more but it was enough to make that difference And it it , the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we were n't all that privileged and because there was n't work for us , our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I do n't know but , all up and down the streets"
and,P1B-045_Sam_McAughtry,they had more money,"And they knew where it was coming from It was n't much more but it was enough to make that difference And it it , the people in those houses outside our area kept their houses nice and neat and clean and it had the look of it But in our area because we were n't all that privileged and because there was n't work for us , our menfolk tended to be away from home They worked across the water or they were seafaring like my father and my brother And with the men out of the house whether that was the reason for the loss of interest in the house I do n't know but , all up and down the streets"
and,P1B-045_Sam_McAughtry,I 'm from such and such a shop What would you like me to bring you,"she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her So there was plenty of work for the likes of us And it was useful because , the the money that I would earn as a message boy paid the rent , which was uh quite a help in those days"
and,P1B-045_Sam_McAughtry,I 'm from such and such a shop What would you like me to bring you,"she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her So there was plenty of work for the likes of us And it was useful because , the the money that I would earn as a message boy paid the rent , which was uh quite a help in those days"
and,P1B-045_Sam_McAughtry,Well the kitchen there would be a table underneath the window,"there was a sofa , on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always , as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you , uh the the stairs ran right into the hallway , so that if you ran too fast down the stairs it just took one step and you were out into the street"
and,P1B-045_Sam_McAughtry,Well the kitchen there would be a table underneath the window,"there was a sofa , on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always , as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you , uh the the stairs ran right into the hallway , so that if you ran too fast down the stairs it just took one step and you were out into the street"
and,P1B-045_Sam_McAughtry,Well the kitchen there would be a table underneath the window,"there was a sofa , on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always , as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you , uh the the stairs ran right into the hallway , so that if you ran too fast down the stairs it just took one step and you were out into the street"
and,P1B-045_Sam_McAughtry,Well the kitchen there would be a table underneath the window,"there was a sofa , on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always , as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you , uh the the stairs ran right into the hallway , so that if you ran too fast down the stairs it just took one step and you were out into the street"
and,P1B-045_Sam_McAughtry,Well the kitchen there would be a table underneath the window,"there was a sofa , on the wall opposite that The sofa was always drawn up beside the fire alongside the fire And uh there was always what we called a cabinet and became known later as a sideboard And that was as you entered the room always , as you entered the room from the hall Some of the houses had a longish hallway and others like ours had nothing It just had a little square hallway about five feet square And you , uh the the stairs ran right into the hallway , so that if you ran too fast down the stairs it just took one step and you were out into the street"
except,P1B-045_Sam_McAughtry,the upstairs fires were never lit,but And But in sickness This was an indication of sickness
or,P1B-045_Sam_McAughtry,when you looked at the street from the outside,when you went inside
so,P1B-045_Sam_McAughtry,I 'm from such and such a shop What would you like me to bring you And she would tell us the order We 'd go back to the shop pack it up in a basket and carry it out and deliver it to her,"there was plenty of work for the likes of us And it was useful because , the the money that I would earn as a message boy paid the rent , which was uh quite a help in those days"
while,P1B-046_Elections,Victory has been sweet for the new rainbow ministers,Fianna Fa/il and the Progressive Democrats now form the opposition
but,P1B-046_Elections,Victory has been sweet for the new rainbow ministers while Fianna Fa/il and the Progressive Democrats now form the opposition,how long will that state of affairs continue
but,P1B-046_Elections,"will wo n't , you can have a lot of progressive legislation",if the trust is not there from the start
if,P1B-046_Elections,"I think , it 's very much the policy approach of Democratic Left and the Labour Party and",you look at the programme that has been negotiated between Fine Gael Democratic Left and the Labour Party
if,P1B-046_Elections,now have control over just about twenty percent of the spending departments,"you just take the allocation of portfolios for example , uh Fine Gael"
if,P1B-046_Elections,it 's the old left-wing doctrine that we have to accept,you take the attitude to state enterprise
if,P1B-046_Elections,And if to they should only be removed uhm being removed from that position And,they 're not doing the job and he certainly is doing the job and does
if,P1B-046_Elections,And if to they should only be removed uhm being removed from that position And,they 're not doing the job and he certainly is doing the job and does
if,P1B-046_Elections,And if to they should only be removed uhm being removed from that position And,they 're not doing the job and he certainly is doing the job and does
if,P1B-046_Elections,for that did n't because he would 've been I And,they did
if,P1B-046_Elections,"and the government would need to be certain , that they could hold that portfolio",they were going to change the person
if,P1B-046_Elections,"and the government would need to be certain , that they could hold that portfolio",they were going to change the person
if,P1B-046_Elections,bring those people together,"we are conscious , of their concerns"
if,P1B-046_Elections,it going to cause big problems for John Bruton,the architect of the process is standing behind at him shouting from the sidelines uh
if,P1B-046_Elections,to destroy the process,he continues speaking like this
and,P1B-046_Elections,"Northern Ireland policy , they 've control over broadcasting",they will be calling the shots in relation to the divorce referendum
and,P1B-046_Elections,"I think , the makeup of the cabinet and the economic programme in particular indicate quite clearly to me that this is very much a left-wing government",it 's not the kind of government that the country needs at the moment
and,P1B-046_Elections,"Uh and that 's evident not just in the parties that make up the government but indeed in the very programme , and in the composition of the cabinet",as I said Fine Gael only have control over about one fifth of the spending
and,P1B-046_Elections,"Uh and that 's evident not just in the parties that make up the government but indeed in the very programme , and in the composition of the cabinet",as I said Fine Gael only have control over about one fifth of the spending
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,This is the first inter-party government for for forty years,"we 're talking about personal , personal relationships being very very important Prionsias De Rossa particularly will get on"
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,"Joe Jacob for that reason but more importantly , he has been a very fair Leas Ceann Comhairle in my opinion",he 's been very fair to all sides
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And I do n't know if they could be certain of that,I think they need to be very careful It 's not a question of putting in our own
and,P1B-046_Elections,Albert Reynolds himself was very concerned just over a year ago when a very important document was leaked to a journalist,"he expressed that concern The problem we have in Northern Ireland is that , we 've , two divided , communities a divided people"
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And,do need a North South dimension to any settlement
and,P1B-046_Elections,And,do need a North South dimension to any settlement
because,P1B-046_Elections,I supported the nominee of Fine Gael in the last occasion,I think it 's important that the opposition has that position Until recent years the opposition always had that position
because,P1B-046_Elections,This is a period of uncertainty,"we have a new government It 's a difficult process anyway It 's very fragile the Peace Process It requires great sensitivity on all our parts I 've given my assurance and that of the Progressive Democrats to the new government that we will support , what they do"
likewise,P1B-046_Elections,This is a period of uncertainty because we have a new government It 's a difficult process anyway It 's very fragile the Peace Process It requires great sensitivity on all our parts I 've given my assurance and that of the Progressive Democrats to the new government that we will support,that Fianna Fa/il do
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,as if I was there an awful lot longer to be honest with you Uhm,actually when I look back on it
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
but,P1B-047_Kevin_Moran,in,sixteen years on and after massive success Kevin Moran 's still playing at the highest level and preparing to head for the USA with the Irish World Cup squad and today Kevin Moran is our guest in the studio Well
and,P1B-047_Kevin_Moran,I 've got to give it a try,I think that was the main reason why I went in the end In all honesty I do n't think I thought I would make it But I always felt I wanted to have a good go at it Just play one game I always remember saying that to people All I just want to do is to play one game and get back home again because as far as I was concerned all I wanted to do was play with the Dubs
and,P1B-047_Kevin_Moran,there was a good accountancy career ahead of me The Dubs were actually going so well at the time,I 'd
and,P1B-047_Kevin_Moran,there was a good accountancy career ahead of me The Dubs were actually going so well at the time,I 'd
and,P1B-047_Kevin_Moran,So you came back over,it was kind of a secret at first
and,P1B-047_Kevin_Moran,"because when I went over uhm I did n't want anybody to know about it I just wanted to go over , take in the trial for two or three days , come back and as far as I was concerned I was going to start , continue playing with Dublin",nobody 'd know anything about it I only went over just to see what Old Trafford was was like you know
and,P1B-047_Kevin_Moran,"because when I went over uhm I did n't want anybody to know about it I just wanted to go over , take in the trial for two or three days , come back and as far as I was concerned I was going to start , continue playing with Dublin",nobody 'd know anything about it I only went over just to see what Old Trafford was was like you know
and,P1B-047_Kevin_Moran,That 's right That 's right sent over all those Irish players then at the time,"I remember uhm it was based on his word really that I think Dave Sexton turned around and went , that 'll do he 'll do for us"
and,P1B-047_Kevin_Moran,there was a good accountancy career ahead of me The Dubs were actually going so well at the time,I 'd
and,P1B-047_Kevin_Moran,Yeah,who 's a big soccer fan as well Hello Mike
and,P1B-047_Kevin_Moran,there was a good accountancy career ahead of me The Dubs were actually going so well at the time,I 'd
and,P1B-047_Kevin_Moran,"he was only a young fella nineteen or twenty at the time And he 'd an old donkey jacket on him , a Honda fifty",he 'd
and,P1B-047_Kevin_Moran,"he was only a young fella nineteen or twenty at the time And he 'd an old donkey jacket on him , a Honda fifty",he 'd
and,P1B-047_Kevin_Moran,I think in two All-Irelands at that stage,we were all fairly seasoned footballers
and,P1B-047_Kevin_Moran,I think in two All-Irelands at that stage,we were all fairly seasoned footballers
and,P1B-047_Kevin_Moran,"Hanahoe , and myself to get on with the training",like he at this stage he 's not with the team a wet day But I think it 's something we all appreciated He was like a breath of fresh air coming into the team
and,P1B-047_Kevin_Moran,Well we enjoyed it like we had great craic out of it We enjoyed the games We won some,"we lost some But I think at the end of the day it was the friends we made with the Kerry lads , and vice versa with them"
and,P1B-047_Kevin_Moran,"he was only a young fella nineteen or twenty at the time And he 'd an old donkey jacket on him , a Honda fifty",he 'd
because,P1B-047_Kevin_Moran,uh that it might be a mistake at the time,you were
because,P1B-047_Kevin_Moran,you know,I 'd never seen anything like it at that at that age you know what I mean how good they were
because,P1B-047_Kevin_Moran,you know,I 'd never seen anything like it at that at that age you know what I mean how good they were
because,P1B-047_Kevin_Moran,I know,I could n't catch balls then
when,P1B-047_Kevin_Moran,You I think,I was about seventeen years
when,P1B-047_Kevin_Moran,Well that they wanted me to go over in the initial part for two weeks and And,I went over for the trial
when,P1B-047_Kevin_Moran,And rural Ireland still remembers you in many ways as much for the Dubs as for your whole long soccer career,you go around Ireland
when,P1B-047_Kevin_Moran,coming into the team,you were All-Ireland champions
so,P1B-047_Kevin_Moran,"I know because I could n't catch balls then I had to run around the place you see I I I , fortunately for me I was playing soccer at the time as well uhm with uh",I would have been fit more or less all year round whereas most of the other players would have been on their winter break
so,P1B-047_Kevin_Moran,Yeah that 's right that 's right,the least I could have done was to run around the place
if,P1B-047_Kevin_Moran,have as well,you were watching that particular game
if,P1B-047_Kevin_Moran,that particular shot in actual fact and I said it to him after the match,you had n't
if,P1B-047_Kevin_Moran,ve he would 've buried it but and,he 'd kicked it normally he would
whereas,P1B-047_Kevin_Moran,UCD so I would have been fit more or less all year round,most of the other players would have been on their winter break
and,P1B-048_Tim_Pat_Coogan,Ireland Since the Rising back in nineteen sixty-five,"I 'd And And uh I was touched on the the shoulder , by this stage I was nearly through the first of the big books , by one of the attendants whom I knew And I said oh thanks very much I I meant to go out and get my tea I , thanks very much Keep an eye on them I 'll be back He said you will not We 're closing It 's ten o'clock"
and,P1B-048_Tim_Pat_Coogan,Talking of poetry you 're a big fan of Seamus Heaney,I see his early volume Field Work here on your shelves
and,P1B-048_Tim_Pat_Coogan,enabling He gives his time very generously,he 's no poseur
and,P1B-048_Tim_Pat_Coogan,As a former editor and uh long-time journalist I know that you 've a great admiration of Alistair Cooke,I see his volume The Americans
and,P1B-048_Tim_Pat_Coogan,"he was always at the very best tables and uh , married an admiral 's daughter and that uh , reporter on America , that uh , well of his day And I do n't know whether you 've read his other book the uhm it 's just called Alistair Cooke 's America And it really is it 's full of insight And he he 's ranging from little anecdotes about old people he knows living in the Twinkle Toes Sandy Motel , to , you know , meetings with President Kennedy and so forth",he has something that of course uhm
and,P1B-048_Tim_Pat_Coogan,"he was always at the very best tables and uh , married an admiral 's daughter and that uh , reporter on America , that uh , well of his day And I do n't know whether you 've read his other book the uhm it 's just called Alistair Cooke 's America And it really is it 's full of insight And he he 's ranging from little anecdotes about old people he knows living in the Twinkle Toes Sandy Motel , to , you know , meetings with President Kennedy and so forth",he has something that of course uhm
and,P1B-048_Tim_Pat_Coogan,"he was always at the very best tables and uh , married an admiral 's daughter and that uh , reporter on America , that uh , well of his day And I do n't know whether you 've read his other book the uhm it 's just called Alistair Cooke 's America And it really is it 's full of insight And he he 's ranging from little anecdotes about old people he knows living in the Twinkle Toes Sandy Motel , to , you know , meetings with President Kennedy and so forth",he has something that of course uhm
and,P1B-048_Tim_Pat_Coogan,"I want to tell you today about a man , but first let me say",you go off for fourteen minutes and the last thirty seconds
and,P1B-048_Tim_Pat_Coogan,"he 's the uhm , the transatlantic equivalent of Ben because Ben goes in a circumlocutory way all around the Lagan Valley",he finally comes back to closing time in Mulligan 's where the anecdote began And he also remembers the punchline And of course he also has a wonderful radio voice
and,P1B-048_Tim_Pat_Coogan,"he 's the uhm , the transatlantic equivalent of Ben because Ben goes in a circumlocutory way all around the Lagan Valley",he finally comes back to closing time in Mulligan 's where the anecdote began And he also remembers the punchline And of course he also has a wonderful radio voice
and,P1B-048_Tim_Pat_Coogan,A man you knew well in your Irish Press days was Brendan Behan,"you have his complete plays here , uh introduced by Alan Simpson"
and,P1B-048_Tim_Pat_Coogan,A man you knew well in your Irish Press days was Brendan Behan,"you have his complete plays here , uh introduced by Alan Simpson"
and,P1B-048_Tim_Pat_Coogan,A man you knew well in your Irish Press days was Brendan Behan,"you have his complete plays here , uh introduced by Alan Simpson"
when,P1B-048_Tim_Pat_Coogan,"across it writing my first book Ireland Since the Rising back in nineteen sixty-five And I 'd left the Evening Press uh , we started early and you finished about four in the afternoon , and sometime of that , order I went up to the National Library , uh got these out , uh on my reading list , and settled in to read them And I meant to get uh go , break and have a cup a cup of tea And uh I was touched on the the shoulder",I was uh
when,P1B-048_Tim_Pat_Coogan,he should n't 've been drunk,he said it
then,P1B-048_Tim_Pat_Coogan,I was completely absorbed,and I wanted to buy the books myself
if,P1B-048_Tim_Pat_Coogan,to be one of the the model poems,you like
if,P1B-048_Tim_Pat_Coogan,the Sunday Morning Letter,you follow him through he
though,P1B-048_Tim_Pat_Coogan,whom I had n't met,I 'd admired him from a distance
but,P1B-048_Tim_Pat_Coogan,what other women gave that stepped out of their clothes,"when this soul its body off naked to naked goes , he shall find therein , what none other knows"
but,P1B-048_Tim_Pat_Coogan,and,And looked out for them he got them for me for ten pounds People used to say Kenny 's are very dear
but,P1B-048_Tim_Pat_Coogan,and,And looked out for them he got them for me for ten pounds People used to say Kenny 's are very dear
but,P1B-048_Tim_Pat_Coogan,and,And looked out for them he got them for me for ten pounds People used to say Kenny 's are very dear
but,P1B-048_Tim_Pat_Coogan,and,And looked out for them he got them for me for ten pounds People used to say Kenny 's are very dear
so,P1B-049_M_O_Suilleabhain,re,"I can see that in the music , you 're you you 're more European than he was , you 've advanced Would would I be right in that"
so,P1B-049_M_O_Suilleabhain,re,"I can see that in the music , you 're you you 're more European than he was , you 've advanced Would would I be right in that"
so,P1B-049_M_O_Suilleabhain,re,"I can see that in the music , you 're you you 're more European than he was , you 've advanced Would would I be right in that"
when,P1B-049_M_O_Suilleabhain,you know,you really come up against it
when,P1B-049_M_O_Suilleabhain,said that uh,he heard
when,P1B-049_M_O_Suilleabhain,you know,you really come up against it
and,P1B-049_M_O_Suilleabhain,"And uh , a lot of your music seems to be , have a kind of a melancholy about the human condition",it 's uh otherwise its joyful but there 's a melancholia uh
and,P1B-049_M_O_Suilleabhain,"And uh , a lot of your music seems to be , have a kind of a melancholy about the human condition",it 's uh otherwise its joyful but there 's a melancholia uh
and,P1B-049_M_O_Suilleabhain,You know that combination of the two,"that , there 's a , uh a melancholic thing about that There 's also a nostalgic thing There 's a feeling of , being somewhere other than where you should be"
and,P1B-049_M_O_Suilleabhain,You know that combination of the two,"that , there 's a , uh a melancholic thing about that There 's also a nostalgic thing There 's a feeling of , being somewhere other than where you should be"
and,P1B-049_M_O_Suilleabhain,I mean there was a passionate and spiritual man you know,"his music is just uh shot through with with spirit , in a most wonderful way"
and,P1B-049_M_O_Suilleabhain,"I 'm thinking actually of an Irish composer called Gerald Barry , in particular , who is a Clare man",who lives in Dublin and who wrote
and,P1B-049_M_O_Suilleabhain,"I 'm thinking actually of an Irish composer called Gerald Barry , in particular , who is a Clare man",who lives in Dublin and who wrote
and,P1B-049_M_O_Suilleabhain,And uh he 's a friend of mine,he sent me on a a cassette copy of The Intelligence Park which I 've been listening a lot to
and,P1B-049_M_O_Suilleabhain,And uh he 's a friend of mine,he sent me on a a cassette copy of The Intelligence Park which I 've been listening a lot to
