filename,Offset-raw,arg1,arg2
P1B-043_Sunday_Sequence_2,and,"And my purpose in writing the book was to show that what we have to do with in Ireland is two mutually incompatible and mutually exclusive ideologies, what I 've called the Catholic Nationalist one and the Protestant Unionist one","Though I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those that it is really uhm a mistake on the part of liberally-minded people to say, let 's ask these two to settle down together and live comfortably together and respect one another"
P1B-043_Sunday_Sequence_2,and,"I mean to transcend means that you might have to debunk some of the mythology that has grown up around, the Catholic story and the Protestant story",you talk about prophetic voice
P1B-043_Sunday_Sequence_2,and,"There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism","I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,and,"There 's no future uh in attempting to go back to pre nineteen sixty-seven which is broadly speaking all that Ulster Unionism has to offer, uh nor is there a future in Catholic Nationalism","I think that the establishment in Dublin has been too lazy to think of what the future might be, for us all together, uh but has simply continued to mouth, ideals uhm that were fought for and that were hammered out uh by people of an earlier generation but which won't do it for us"
P1B-043_Sunday_Sequence_2,and,"They 'll say that 's our vision We want, to to maintain the link with Britain",we want to maintain our Protestant ethos
P1B-043_Sunday_Sequence_2,and,"Yeah but I mean I think insofar as that is clearly thought about today it, it 's an exclusive rather than an inclusive vision",uhm I think uh this is also true of the any vision that is left in uh Catholic Nationalism that it 's exclusive rather than inclusive
P1B-043_Sunday_Sequence_2,and,because I think the uh IRA and the INLA,"uh uh such groups are, fundamentally at fault because they"
P1B-043_Sunday_Sequence_2,and,because I think the uh IRA and the INLA,"uh uh such groups are, fundamentally at fault because they"
P1B-043_Sunday_Sequence_2,and,They 're crumbling now in front of a world which is changing rapidly,the ideologues of both camps aren't prepared to accept that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,And you 're going if you belong to a dominating group you are going constantly as you hear the other speaking to say but that 's not quite fair it wasn't really quite like that,it isn't quite like that
P1B-043_Sunday_Sequence_2,and,"out on a limb Now this is the opportunity it seems to me for people, on this side of the border to be magnanimous, and to recognise that and to recognise that sense of isolation and abandonment that I detect very strongly, uh among uh Northern Protestant people at the moment",They are therefore feeling themselves uh abandoned
P1B-043_Sunday_Sequence_2,and,One of the challenges that that brings to us as Methodists is how do we serve these communities,uh one of the reports before us this year is to seek to help Methodist churches not to be an end in themselves but to be a means to an end in the sense that we want our Methodist churches to serve the community
P1B-043_Sunday_Sequence_2,therefore,And the uh use to which the story has been put in the North of Ireland is to justify a position of dominance,"Now I think there is also a what I called a Catholic Nationalist story, which uhm in the course of time came to serve a similar purpose Uh as you say we we 've got the big battalions we have the right to call the tune"
P1B-043_Sunday_Sequence_2,therefore,"Now their usefulness, in terms of the old imperial structures, is over That 's finished That story is finished","They are feeling themselves uh abandoned and out on a limb Now this is the opportunity it seems to me for people, on this side of the border to be magnanimous, and to recognise that and to recognise that sense of isolation and abandonment that I detect very strongly, uh among uh Northern Protestant people at the moment"
P1B-043_Sunday_Sequence_2,though,let 's ask these two to settle down together and live comfortably together and respect one another,I 'm perfectly aware of the fact that there are people who don't fit strictly speaking into that group but I 've called them those And that it is really uhm a mistake on the part of liberally-minded people to say
P1B-043_Sunday_Sequence_2,but,that there are people who don't fit strictly speaking into that group,I 've called them those
P1B-043_Sunday_Sequence_2,but,that there are people who don't fit strictly speaking into that group,I 've called them those
P1B-043_Sunday_Sequence_2,but,"It 's not a question of giving them uh equal respect, as is often said by well-meaning people, but rather to try and transcend these two uh mutually exclusive ideologies",that must be an extremely difficult thing to do
P1B-043_Sunday_Sequence_2,but,We know how dangerous that is,at the same time what we have in Ireland or have had in Ireland
P1B-043_Sunday_Sequence_2,but,We know how dangerous that is,at the same time what we have in Ireland or have had in Ireland
P1B-043_Sunday_Sequence_2,but,We know how dangerous that is,at the same time what we have in Ireland or have had in Ireland
P1B-043_Sunday_Sequence_2,but,We know how dangerous that is,at the same time what we have in Ireland or have had in Ireland
P1B-043_Sunday_Sequence_2,but,We know how dangerous that is,at the same time what we have in Ireland or have had in Ireland
P1B-043_Sunday_Sequence_2,but,We know how dangerous that is,at the same time what we have in Ireland or have had in Ireland
P1B-043_Sunday_Sequence_2,but,"Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island",I 'm quite sure that it is not the British Empire
P1B-043_Sunday_Sequence_2,but,"Now the British Empire has disappeared I think there are great forces that uhm are undermining the possibility of the future for all our children, in this island",I 'm quite sure that it is not the British Empire
P1B-043_Sunday_Sequence_2,but,"Because uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair",it 's got to be heard
P1B-043_Sunday_Sequence_2,but,"Because uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair",it 's got to be heard
P1B-043_Sunday_Sequence_2,but,"Because uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair",it 's got to be heard
P1B-043_Sunday_Sequence_2,but,"Because uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair",it 's got to be heard
P1B-043_Sunday_Sequence_2,but,"Because uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair",it 's got to be heard
P1B-043_Sunday_Sequence_2,if,And they won't get through that stage,we won't listen to them now to the dominating group
P1B-043_Sunday_Sequence_2,if,And they won't get through that stage,we won't listen to them now to the dominating group
P1B-043_Sunday_Sequence_2,if,whose usefulness to their masters is over,we may put it like that without offensiveness
P1B-043_Sunday_Sequence_2,because,a very good question is a division isn't it,I think what we 're seeing at the moment
P1B-043_Sunday_Sequence_2,because,a very good question is a division isn't it,I think what we 're seeing at the moment
P1B-043_Sunday_Sequence_2,because,a very good question is a division isn't it,I think what we 're seeing at the moment
P1B-043_Sunday_Sequence_2,because,You must listen,"uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair but it 's got to be heard"
P1B-043_Sunday_Sequence_2,because,You must listen,"uh it 's not necessarily going to be a beautiful thing what they say and it 's not, always going to be fair but it 's got to be heard"
P1B-043_Sunday_Sequence_2,because,that paradigm is functional today in Northern Ireland,in a sense the dominant group I 'm talking about Unionists
P1B-043_Sunday_Sequence_2,because,that paradigm is functional today in Northern Ireland,in a sense the dominant group I 'm talking about Unionists
P1B-043_Sunday_Sequence_2,because,they should not win friends and influence people,you 've got to dominate people
P1B-043_Sunday_Sequence_2,however,"Now uhm I think that uhm, the the Catholic Nationalism represented by the official Church organs in say let us say West Belfast has no particular vision for the future","Uh I 'm not sure that the IRA does either because I think the uh IRA and the INLA and uh uh such groups are, fundamentally at fault because they they are behaving as though the enemy uhm of us all is the British Empire"
P1B-043_Sunday_Sequence_2,however,"In the same way men may talk about the, the women 's case in a way that is uh very cool and so on But we speak as the dominating sex It 's a very different thing to talk that uh uh talk about the same matters uh as a woman",And it is important always for the dominating group to listen uh ever more clearly to and ever more attentively to the dominated people
P1B-043_Sunday_Sequence_2,or,they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group,uh it is important uhm when people are living side by side that they listen to the story of the other group
P1B-043_Sunday_Sequence_2,so,Yeah I think that 's I think that 's true,"And uh but of course I think that uh it is important uhm when people are living side by side that they listen to the story of the other group, or they listen to their own story uh as it is told by the other group because it makes a uh just an enormous difference whether a story is told by a dominating group or by dominated group uhm one might think about nineteen sixteen let us say, uh in a uh Dublin uh suburb in the middle class and have a rather uh critical view of it and so on and uh attempt to assess it and uh uh that 's fine"
P1B-043_Sunday_Sequence_2,so,"They are therefore feeling themselves uh abandoned and out on a limb Now this is the opportunity it seems to me for people, on this side of the border to be magnanimous, and to recognise that and to recognise that sense of isolation and abandonment that I detect very strongly, uh among uh Northern Protestant people at the moment",I take your point entirely
P1B-043_Sunday_Sequence_2,as,"And as we do listen to one another 's story that way there is a chance, down the road, that by the articulating of their story that the dominated people uhm will begin to be released from some of the hurt that they are feeling",they see it
P1B-043_Sunday_Sequence_2,as,"And as we do listen to one another 's story that way there is a chance, down the road, that by the articulating of their story that the dominated people uhm will begin to be released from some of the hurt that they are feeling",they see it
P1B-044_Bishop_Poyntz,when,"nudity, bad language, violence all incurred the wrath of the Bishop So too alienation, not just of the orange green variety, the gap between the haves and the have-nots Bishop Poyntz when I talked to him this morning didn't draw back from criticism of the Protestant professional classes for their indifference",asked to help the disadvantaged
P1B-044_Bishop_Poyntz,when,"nudity, bad language, violence all incurred the wrath of the Bishop So too alienation, not just of the orange green variety, the gap between the haves and the have-nots Bishop Poyntz when I talked to him this morning didn't draw back from criticism of the Protestant professional classes for their indifference",asked to help the disadvantaged
P1B-044_Bishop_Poyntz,when,Yeah well I Yeah No I think that I wouldn't ah I think that certainly it can be called sin certainly but there 's also a question that people are are are uh find themselves with these genes in their bodies and so forth and they 've got to learn to live with it It,"s only it 's uh it 's only when it is uhm used wrongly People cannot alter their genes They can't alter their balance and so forth I wouldn't want to go down that road too far but that wasn't, that wasn't the area which I was, dealing with in my address"
P1B-044_Bishop_Poyntz,whereas,that the Falls Road is uh has a great community area I think bound together not probably politically but religiously,"if you go to other areas like the Shankill or other areas there 's a we 've got that sort of Protestant individualism And uhm I I. I see enormous strides being made in other areas, tremendous funds being poured into other areas and quite rightly so too And it seemed to me that perhaps we weren't getting our act together And that we should look for uhm uh expertise people like maybe solicitors and bankers and trade unionists and community workers and retired civil servants other people like that who might be help help us and help clergy and parishes uh in formulating schemes and Yeah I 'm afraid I my my appeal didn't meet with any great uh response Perhaps uh it 's just uh that we are indifferent or perhaps it 's the difficulty getting people to own an idea Maybe"
P1B-044_Bishop_Poyntz,if,"there 's a we 've got that sort of Protestant individualism And uhm I I. I see enormous strides being made in other areas, tremendous funds being poured into other areas and quite rightly so too And it seemed to me that perhaps we weren't getting our act together And that we should look for uhm uh expertise people like maybe solicitors and bankers and trade unionists and community workers and retired civil servants other people like that who might be help help us and help clergy and parishes uh in formulating schemes and Yeah I 'm afraid I my my appeal didn't meet with any great uh response Perhaps uh it 's just uh that we are indifferent",you go to other areas like the Shankill or other areas
P1B-044_Bishop_Poyntz,if,some things are said to me in the course of this programme when we talk about grants and disadvantage,only the other lot knew what side their bread was buttered on they
P1B-044_Bishop_Poyntz,if,"you uh deliver an attack on obscenity, nudity, pornography, lack of privacy but don't",I may so describe it You
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,"And uhm I I. I see enormous strides being made in other areas, tremendous funds being poured into other areas and quite rightly so too And it seemed to me that perhaps we weren't getting our act together And that we should look for uhm uh expertise people like maybe solicitors and bankers and trade unionists and community workers and retired civil servants other people like that who might be help help us and help clergy and parishes uh in formulating schemes",Yeah I 'm afraid I
P1B-044_Bishop_Poyntz,and,"And uhm I I. I see enormous strides being made in other areas, tremendous funds being poured into other areas and quite rightly so too And it seemed to me that perhaps we weren't getting our act together And that we should look for uhm uh expertise people like maybe solicitors and bankers and trade unionists and community workers and retired civil servants other people like that who might be help help us and help clergy and parishes uh in formulating schemes",Yeah I 'm afraid I
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,that and and have come up with viable projects well thought out and above all the people who are going to put it right through to the see it through to the end,but we must sort of think things through
P1B-044_Bishop_Poyntz,and,that and and have come up with viable projects well thought out and above all the people who are going to put it right through to the see it through to the end,but we must sort of think things through
P1B-044_Bishop_Poyntz,and,that and and have come up with viable projects well thought out and above all the people who are going to put it right through to the see it through to the end,but we must sort of think things through
P1B-044_Bishop_Poyntz,and,that and and have come up with viable projects well thought out and above all the people who are going to put it right through to the see it through to the end,but we must sort of think things through
P1B-044_Bishop_Poyntz,and,that and and have come up with viable projects well thought out and above all the people who are going to put it right through to the see it through to the end,but we must sort of think things through
P1B-044_Bishop_Poyntz,and,"Uh, there 's a psychology in this one Bishop perhaps that has to be looked at and and and it is this May I put this point to you that uh Protestants perhaps fear, uh that to advance along these lines is to challenge authority and that in some way would diminish loyalty uh to the State and to the Crown You see it 's all about a statement of nationality and religion and belonging wouldn't be doing this they wouldn't be taking all this money from the State and the Crown","some things are said to me in the course of this programme when we talk about grants and disadvantage, if only the other lot knew what side their bread was buttered on they"
P1B-044_Bishop_Poyntz,and,"Uh, there 's a psychology in this one Bishop perhaps that has to be looked at and and and it is this May I put this point to you that uh Protestants perhaps fear, uh that to advance along these lines is to challenge authority and that in some way would diminish loyalty uh to the State and to the Crown You see it 's all about a statement of nationality and religion and belonging wouldn't be doing this they wouldn't be taking all this money from the State and the Crown","some things are said to me in the course of this programme when we talk about grants and disadvantage, if only the other lot knew what side their bread was buttered on they"
P1B-044_Bishop_Poyntz,and,"There is a sore sense of pride that you don't admit I 'm quite certain that large numbers of people uh when when they, they had appalling housing on the Shankill Road never admitted that they were in appalling housing twenty and twenty-five years ago But suddenly as a result of a whole lot of things happening in the outside world they began to see that their lot was just as bad as other people 's lots and so forth And uhm","I think that we 're now sort of uh uh in we now in a situation where there 's all sorts of alienation We so often talk about the alienation of the uh Roman Catholic or Nationalist community with Britain but there 's even an alienation now I think between, between Loyalists and Unionists from Britain an an alienation even between the haves and the have-nots And I think that so often uh in in the Protestant areas especially you find that the the poverty lies behind swathes of area of considerable affluence we must be we must be aware of this and we must try and bring uhm a cohesion of the situation whereby something is done to ameliorate this situation"
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,"but the facts are that, uhm uh so much has been happening in the community uhm through things like uhm uhm much more of uhm uh use of video and and film and so forth, uh and the cashing in on obscenity I think that uh the film industry for years was in in some decline and now has uh through through the use of way-out producers have now begun to uhm uh produce, uhm films uh which have been condemned by a large circle of people I mean Lord Rees-Mogg recently uhm sounded criticism of Arnold Schwarzenegger 's uh Terminator films And so many other films too seem to highlight violence I mean you 've only got to go to Silence of the Lambs so forth And people are beginning to I think see that the whole swing of the pendulum has gone far too far, and that that it begets violence",No I think the moral values are there
P1B-044_Bishop_Poyntz,and,"but the facts are that, uhm uh so much has been happening in the community uhm through things like uhm uhm much more of uhm uh use of video and and film and so forth, uh and the cashing in on obscenity I think that uh the film industry for years was in in some decline and now has uh through through the use of way-out producers have now begun to uhm uh produce, uhm films uh which have been condemned by a large circle of people I mean Lord Rees-Mogg recently uhm sounded criticism of Arnold Schwarzenegger 's uh Terminator films And so many other films too seem to highlight violence I mean you 've only got to go to Silence of the Lambs so forth And people are beginning to I think see that the whole swing of the pendulum has gone far too far, and that that it begets violence",No I think the moral values are there
P1B-044_Bishop_Poyntz,and,"but the facts are that, uhm uh so much has been happening in the community uhm through things like uhm uhm much more of uhm uh use of video and and film and so forth, uh and the cashing in on obscenity I think that uh the film industry for years was in in some decline and now has uh through through the use of way-out producers have now begun to uhm uh produce, uhm films uh which have been condemned by a large circle of people I mean Lord Rees-Mogg recently uhm sounded criticism of Arnold Schwarzenegger 's uh Terminator films And so many other films too seem to highlight violence I mean you 've only got to go to Silence of the Lambs so forth And people are beginning to I think see that the whole swing of the pendulum has gone far too far, and that that it begets violence",No I think the moral values are there
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,and,They can't alter their balance,so forth I wouldn't want to go down that road too far
P1B-044_Bishop_Poyntz,and,so forth which focus on human sexuality which can be beautiful and thought to be in good taste I think that sometimes we Christian people can damage our cause not a little by uh over-reacting to all that nudity thing The body human body is God-given God-made It is beautiful but what makes it pornographic is when someone presents it to be nastily suggestive and alluring And I think that is one of the the great problems,"And I think that there 's nothing wrong with uh as I tried to say this morning there 's nothing wrong in in nudity at all Nobody 's ever saying anything there 's anything wrong with that I mean you can look at many ancient uhm, uhm statues in in in Egypt You can look at many Middle Ages paintings"
P1B-044_Bishop_Poyntz,and,"I wonder why, uh say a nude statue from ancient Greece would be considered beautiful","in good taste and perhaps a picture of an attractive young lady, in a newspaper would not Is it because we are wrapping it up in a sort of classic package that it seems okay"
P1B-044_Bishop_Poyntz,and,is this May I put this point to you,it
P1B-044_Bishop_Poyntz,or,"religiously whereas if you go to other areas like the Shankill or other areas there 's a we 've got that sort of Protestant individualism And uhm I I. I see enormous strides being made in other areas, tremendous funds being poured into other areas and quite rightly so too And it seemed to me that perhaps we weren't getting our act together And that we should look for uhm uh expertise people like maybe solicitors and bankers and trade unionists and community workers and retired civil servants other people like that who might be help help us and help clergy and parishes uh in formulating schemes and Yeah I 'm afraid I my my appeal didn't meet with any great uh response Perhaps uh it 's just uh that we are indifferent",perhaps it 's the difficulty getting people to own an idea Maybe
P1B-044_Bishop_Poyntz,but,"it 's quite admire I feel that they have got their their their act together And uh look at the scheme in Poleglass valued at five point one million, it it it obviously has, uh involved a lot of people who have got the project right and have thought it out and prepared the whole ground well I 'm quite certain money is there at the government level",you must get your act together
P1B-044_Bishop_Poyntz,but,I 'm delighted that and and and have come up with viable projects well thought out and above all the people who are going to put it right through to the see it through to the end,we must sort of think things through
P1B-044_Bishop_Poyntz,but,there 's even an alienation,Britain an
P1B-044_Bishop_Poyntz,but,"No I think the moral values are there and so forth, uh and the cashing in on obscenity I think that uh the film industry for years was in in some decline and now has uh through through the use of way-out producers have now begun to uhm uh produce, uhm films uh which have been condemned by a large circle of people I mean Lord Rees-Mogg recently uhm sounded criticism of Arnold Schwarzenegger 's uh Terminator films And so many other films too seem to highlight violence I mean you 've only got to go to Silence of the Lambs and so forth And people are beginning to I think see that the whole swing of the pendulum has gone far too far, and that that it begets violence","the facts are that, uhm uh so much has been happening in the community uhm through things like uhm uhm much more of uhm uh use of video and and film"
P1B-044_Bishop_Poyntz,but,that certainly it can be called sin certainly,there 's also a question that people are are are uh find themselves with these genes in their bodies and so forth
P1B-044_Bishop_Poyntz,but,that certainly it can be called sin certainly,there 's also a question that people are are are uh find themselves with these genes in their bodies and so forth
P1B-044_Bishop_Poyntz,but,The body human body is God-given God-made It is beautiful,what makes it pornographic is when someone presents it to be nastily suggestive and alluring
P1B-044_Bishop_Poyntz,indeed,"Yes, yes indeed I",would be
P1B-044_Bishop_Poyntz,indeed,"Yes, yes indeed I",would be
P1B-044_Bishop_Poyntz,because,"I wonder why, uh say a nude statue from ancient Greece would be considered beautiful and in good taste and perhaps a picture of an attractive young lady, in a newspaper would not Is it",we are wrapping it up in a sort of classic package that it seems okay
P1B-045_Sam_McAughtry,when,that we had up until about nineteen thirty-four thirty-five,electrification came in
P1B-045_Sam_McAughtry,when,the fire,I came back with the shovel of coal somebody
P1B-045_Sam_McAughtry,when,the fire,I came back with the shovel of coal somebody
P1B-045_Sam_McAughtry,when,when you looked at the street from the outside or,you went inside
P1B-045_Sam_McAughtry,when,when you looked at the street from the outside or,you went inside
P1B-045_Sam_McAughtry,when,when you looked at the street from the outside or,you went inside
P1B-045_Sam_McAughtry,when,"when you left this little area where I lived, you and you were still in Protestant territory but",you went to Adam 's Street
P1B-045_Sam_McAughtry,when,"when you left this little area where I lived, you and you were still in Protestant territory but",you went to Adam 's Street
P1B-045_Sam_McAughtry,when,"And uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged",the more popular radio came in
P1B-045_Sam_McAughtry,when,"And uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged",the more popular radio came in
P1B-045_Sam_McAughtry,when,"And uh, it came in rather slowly in our district, but I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged",the more popular radio came in
P1B-045_Sam_McAughtry,then,you baked your tarts and stuff like this you know,on the griddle of course you baked your soda bread and potato bread
P1B-045_Sam_McAughtry,if,Until then we had gas lighting with mantles everywhere and sometimes no mantle,"the mantle broke you just let the the gas, gutter away there the raw flame"
P1B-045_Sam_McAughtry,if,"when the fire needed coal, it was a certainty that","uh my mother ordered me to go out and get a shovel of coal, and I had a good seat beside the fire when I came back with the shovel of coal somebody"
P1B-045_Sam_McAughtry,if,it just took one step,you ran too fast down the stairs
P1B-045_Sam_McAughtry,but,"The whole family huddled around the fire It it helped, uh the spirit of a family a good deal It brought us close together",it caused trouble too
P1B-045_Sam_McAughtry,but,"The whole family huddled around the fire It it helped, uh the spirit of a family a good deal It brought us close together",it caused trouble too
P1B-045_Sam_McAughtry,but,"And to some extent in the area where I lived some repainting went on at the twelfth of July and we had a good many people in the street, who kept their houses neat and tidy",we had an awful lot more who didn't
P1B-045_Sam_McAughtry,but,"And to some extent in the area where I lived some repainting went on at the twelfth of July and we had a good many people in the street, who kept their houses neat and tidy",we had an awful lot more who didn't
P1B-045_Sam_McAughtry,but,It wasn't much more,it was enough to make that difference
P1B-045_Sam_McAughtry,but,It wasn't much more,it was enough to make that difference
P1B-045_Sam_McAughtry,but,"There was plenty of work for boys incidentally, because as a uh I was describing the the, great many shops, that were in existence Uh all the whole streets of Belfast not just the centre","radiating right the whole way out throughout the city were rows and rows of shops thousands of them, all in competition and these shops all employed message boys It was about a fifty-hour week for about five shillings The equivalent of twenty-five pence today"
P1B-045_Sam_McAughtry,but,"And when the more popular radio came in, uh, it came in rather slowly in our district","I would put that, at about nineteen thirty-two thirty-three I remember carrying the wet battery round to be recharged"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"And uh, you lit the gas came through these little holes and you lit them and you had this little burning cross and on top of that you laid your griddle, which was the first gas griddles Before that, the griddle was used just on the bare flames on the hob","uh, then on the griddle of course you baked your soda bread and potato bread and you baked your tarts and stuff like this you know and uh, that was that was the sort of uhm, cooking and baking and lighting that we had up until about nineteen thirty-four thirty-five when electrification came in"
P1B-045_Sam_McAughtry,and,"that uh weight, was the whole thing",the heavier your bedclothes the warmer you were but uh sleeping in socks wasn't out of the ordinary at all
P1B-045_Sam_McAughtry,and,"And this this is, all sorts of rows and arguments about this",I 'd find myself furthest away from the fire sitting on the sofa or somewhere
P1B-045_Sam_McAughtry,and,"And this this is, all sorts of rows and arguments about this",I 'd find myself furthest away from the fire sitting on the sofa or somewhere
P1B-045_Sam_McAughtry,and,"And to some extent in the area where I lived some repainting went on at the twelfth of July we had a good many people in the street, who kept their houses neat and tidy but",we had an awful lot more who didn't
P1B-045_Sam_McAughtry,and,"And to some extent in the area where I lived some repainting went on at the twelfth of July we had a good many people in the street, who kept their houses neat and tidy but",we had an awful lot more who didn't
P1B-045_Sam_McAughtry,and,"And to some extent in the area where I lived some repainting went on at the twelfth of July we had a good many people in the street, who kept their houses neat and tidy but",we had an awful lot more who didn't
P1B-045_Sam_McAughtry,and,"And to some extent in the area where I lived some repainting went on at the twelfth of July we had a good many people in the street, who kept their houses neat and tidy but",we had an awful lot more who didn't
P1B-045_Sam_McAughtry,and,"And it it, the people in those houses outside our area kept their houses nice and neat and clean",it had the look of it
P1B-045_Sam_McAughtry,and,"And it it, the people in those houses outside our area kept their houses nice and neat and clean",it had the look of it
P1B-045_Sam_McAughtry,and,"And it it, the people in those houses outside our area kept their houses nice and neat and clean",it had the look of it
P1B-045_Sam_McAughtry,and,"And it it, the people in those houses outside our area kept their houses nice and neat and clean",it had the look of it
P1B-045_Sam_McAughtry,and,"And it it, the people in those houses outside our area kept their houses nice and neat and clean",it had the look of it
P1B-045_Sam_McAughtry,and,"And it it, the people in those houses outside our area kept their houses nice and neat and clean",it had the look of it
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
P1B-045_Sam_McAughtry,and,"uh, the his wife thought he 'd been drinking and uh he collapsed and very nearly died",There had been a gas leak in the gasworks on the Ormeau Road
